name,C2A1,C3A1,C4A1,C5A1,C6A1,C9A1,C10A1,C1A1,C7A1,C8A1,C11A1,C12A1,C13A1,C14A1,GeneName,Biotype
LOC121108627,0.29528326,0.41309526,0.458742596,0.189819987,0.240413017,0.52802729,0.063662494,0.06011982,0.401846998,0.417610451,0.356116337,0.316184404,0.393897728,0.445292043,LOC121108627,lncRNA
LOC121108635,0.005632365,0.039397818,0.025000746,0.024138075,0.005732182,0.016786381,0.036429805,0.022935046,0.031937538,0.039828441,0.016981805,0.036186255,0.010733402,0.036401569,LOC121108635,lncRNA
LOC121108636,0,0,0.202148116,0.130115219,0,0.120648318,0.065457749,0,0.206589454,0,0,0,0,0,LOC121108636,lncRNA
LOC121108637,0.032682841,0.03265902,0,0,0,0,0,0,0,0,0,0,0,0,LOC121108637,lncRNA
LOC121108643,0.219754561,0.129173172,0.186480976,0.207745726,0.210493226,0.141262438,0.08360939,0.078956716,0.117278828,0.065292527,0.168890085,0.373726899,0.110853166,0.097468681,LOC121108643,lncRNA
LOC121108645,1.07824323,0.704491346,0.552238706,0.222159689,0.084411681,0.865182493,0.715283488,0.633262103,0.329216874,0.963553257,0.708539616,0.666095144,0.03951482,0.670058503,LOC121108645,lncRNA
LOC121108646,0.697641198,0.069713272,0.69674977,0,0.14200096,0.173267522,0.150410079,0.035510024,0.11867631,0.105712873,0.210341612,0.03735113,0.132947057,0.338160366,LOC121108646,lncRNA
LOC121108647,27.12266751,9.350500205,13.04237558,8.766204269,10.65028694,12.55185744,16.44635847,9.13462049,9.560941045,17.58111338,12.13009592,10.8183317,9.58358012,14.8024228,LOC121108647,protein_coding
LOC121108648,0.985348429,1.999097795,1.126566961,0.86375687,0.577375901,0.266970598,0.708130654,0.759914524,1.388354588,0.663594938,1.140331993,0.863259306,0.369858713,1.190023901,LOC121108648,protein_coding
LOC121108649,0.655655635,0.145595058,0.727575394,0.195130501,7.970231149,1.013226082,1.806242056,4.523889327,0.165235721,1.692643977,3.14828158,4.407408986,2.394798607,0.353121267,LOC121108649,protein_coding
LOC121108651,0.756563597,0.403206494,0.615671531,0.324233059,0.307988568,0.701499319,0.706825744,0.102691152,0.228799372,0.458565298,0.405523468,0.054007714,0.144175694,0.434632542,LOC121108651,protein_coding
LOC121108653,0.148503199,0.136028716,0.123594538,0.19888301,0.138540392,0.061470905,0.320169996,0.151176629,0.842066653,1.075121411,0.087061156,0.039753689,0.070749346,0.173290992,LOC121108653,protein_coding
LOC121108654,3.425199795,7.130631954,8.891425275,1.550910864,3.423652959,3.362248061,2.065947621,3.237800412,4.069395963,1.853632488,5.102086283,3.514828344,3.613318003,4.589876343,LOC121108654,lncRNA
LOC121108655,0.082190907,0.0136885,0.01520109,0.014676564,0.013941249,0,0.05906733,0.041835275,0,0.055352471,0.027534319,0,0,0.014755387,LOC121108655,protein_coding
LOC121108656,17.01965468,19.69260515,18.63805634,13.67615044,15.72589626,15.12833388,29.69320581,11.62669222,15.49200546,14.02598393,15.3044557,17.26518613,14.08308175,13.99082154,LOC121108656,lncRNA
LOC121108657,0.06498631,0.032469472,0.252401614,0.870329599,0.231482992,0.064560504,0.175136519,0.29770302,0.03684958,0.262594947,0.065312108,0,0.061921076,0.17500077,LOC121108657,protein_coding
LOC121108659,8.526351649,5.304085422,6.716416699,6.484661184,6.061997203,8.184158718,7.456623239,4.327698544,6.210268661,6.284042978,7.651841638,7.406772254,8.650541618,7.32148866,LOC121108659,protein_coding
LOC121108662,0.041256968,0,0,0,0,0,0,0,0,0,0.041463803,0,0,0,LOC121108662,protein_coding
LOC121108663,0,0.142353438,0,0,0,0,0.307135086,0,0.161556808,0,0,0,0,0,LOC121108663,lncRNA
LOC121108664,0,0.12456421,0.086455406,0,0.047574076,0.061919148,0.033594236,0.015862396,0,0,0.031320001,0,0,0,LOC121108664,protein_coding
LOC121108665,0.048938554,0.024451443,0,0.07864919,0,0,0,0,0,0,0,0,0.046630251,0,LOC121108665,protein_coding
LOC121108666,0.013830461,0,0,0.014817963,0,0,0,0.028158888,0,0,0,0,0,0,LOC121108666,protein_coding
LOC121108667,0.038892467,0,0,0,0.039581719,0,0.02096285,0.039592629,0,0.039288911,0.019543724,0.041645407,0,0.020946601,LOC121108667,protein_coding
LOC121108668,0.482635398,0.16076121,0.178525444,0.172365276,0.163729555,0.159824352,0,0,0,0.325036706,0,0,0,0,LOC121108668,lncRNA
LOC121108669,0.344527423,0.172138157,0.573478657,0.738253735,0.701266277,0.342269997,1.299890186,0.17536489,0,0,0,0.55337135,0.492415446,0,LOC121108669,lncRNA
LOC121108670,0.76766115,0.017839573,0.435838902,0.267781768,0.199858653,0.407919042,0.577347363,0.272609643,0.080984471,0.25248387,0.161478773,0.019116251,0.561347328,0.211529948,LOC121108670,protein_coding
LOC121108672,0.054249715,0,0.150501101,0.029061587,0,0.080841387,0.087720995,0,0,0,0.027260844,0.029044846,0.103381796,0.058435335,LOC121108672,lncRNA
LOC121108673,0.050665797,0.05062887,0.281116989,0.597116991,0.206254787,0.100667646,0.327703408,0.154733727,0.172375997,0.102364501,0.152759406,0,0.048276024,0.054574901,LOC121108673,protein_coding
LOC121108675,0,0,0.116999726,0,0.107302985,0,0.113657334,0,0,0.106509203,0,0.112897482,0,0.113569238,LOC121108675,protein_coding
LOC121108676,0.326220818,0.18627603,1.086013272,0.099860903,0.332002105,0.262353182,0.251187754,0.205581759,0.105702262,0.643399517,0.140509831,0.083169482,0.118412889,0.117130093,LOC121108676,protein_coding
LOC121108677,0,0.239080773,0.530998756,0.512676205,0.243495235,0,0.515829439,0.243562347,0.271332588,0.241693961,0,2.049523519,0.227970114,0.515429618,LOC121108677,lncRNA
LOC121108680,0.108921607,0,0.141014261,0,0.221703833,0,0.019569405,0.240245351,0.185287429,0.018338647,0.018244611,0.291578613,0,0.039108473,LOC121108680,misc_RNA
LOC121108681,0.040746511,0,0,0,0.082937242,0,0,0,0,0,0,0,0,0,LOC121108681,lncRNA
LOC121108682,0.078992178,0,0,0,0,0.019618651,0,0.020103559,0,0,0.019847048,0.063437633,0.018816581,0.021271699,LOC121108682,protein_coding
LOC121108683,0,0,0,0,0.066718835,0,0,0.133474448,0.0371732,0,0,0,0,0,LOC121108683,lncRNA
LOC121108684,0.068026374,0,0,0,0.069231938,0,0,0,0,0,0,0,0,0,LOC121108684,lncRNA
LOC121108688,0,0.031786876,0,0,0,0,0,0,0,0,0,0,0,0,LOC121108688,protein_coding
LOC121108691,0.109347082,0,0,0,0,0,0,0,0,0,0,0,0,0,LOC121108691,lncRNA
LOC121108694,0,0,0.053976416,0,0.099005882,0,0.052434443,0,0,0,0,0,0,0,LOC121108694,lncRNA
LOC121108696,0,0,0.542592615,0,0.049762345,0,0,0.049776061,0,0.098788449,0,0,0,0,LOC121108696,lncRNA
LOC121108697,0,0,0.041143612,0,0,0,0,0,0.042047567,0,0,0,0,0,LOC121108697,protein_coding
LOC121108698,0.037473699,0,0,0,0,0,0,0,0,0,0,0,0,0,LOC121108698,protein_coding
LOC121108700,0,0,0,0,0.149156767,0,0,0,0,0,0,0,0,0,LOC121108700,lncRNA
LOC121108702,0.010147853,0,0.011260985,0,0,0,0,0.0516527,0.011508397,0,0,0.021732305,0,0,LOC121108702,protein_coding
LOC121108705,0,0,0,0,0,0,0,0.042030671,0,0.04170825,0,0,0,0,LOC121108705,protein_coding
LOC121108706,0.014671307,0,0.032561244,0,0,0,0,0.014935427,0,0,0,0.015709791,0,0.015803267,LOC121108706,lncRNA
LOC121108707,0,0,0,0,0,0,0,0,0.018286816,0,0,0,0,0,LOC121108707,lncRNA
LOC121108710,0.131782753,0.438955677,0.316849395,0.141192113,0.111765173,0.349118083,0.710302601,0.223591955,0.149451139,0.17750141,0.11036952,0.258703096,0.020927817,0.283900817,LOC121108710,protein_coding
LOC121108711,0.130502812,0.065203847,0.036204461,0.034955196,0.099611687,0,0.386872079,0.13285219,0.110999695,0.62620708,0.163946332,0.06987012,0,0.035142928,LOC121108711,protein_coding
LOC121108712,0.052608256,0.04205593,0.116757855,0.022545806,0.042832464,0.052263554,0.056711186,0.032133202,0.035796932,0.201949135,0.084595198,0.045065636,0.110279097,0.283336146,LOC121108712,lncRNA
LOC121108714,14.18304556,12.30787822,23.19402567,15.46231433,11.90204709,11.00017741,18.64207592,8.992321868,10.01759916,12.4424051,12.75371308,10.39108424,13.98824619,12.46308815,LOC121108714,protein_coding
LOC121108717,6.101984325,3.658522135,5.247772448,5.066693718,3.726074224,3.182551405,4.111174682,4.037692975,2.595033746,2.465673539,4.292802929,2.450213744,2.907084831,5.422544287,LOC121108717,protein_coding
LOC121108718,1.420629222,0.322634954,0.214971815,0.138369356,0.131436874,0.256603804,0.974542815,0.262946202,0,0.26092912,0.713875656,0.069144825,0.184584798,0.556449968,LOC121108718,protein_coding
LOC121108720,0.010243474,0,0.005683547,0.005487432,0,0,0.005521182,0.010427882,0,0.010347889,0.015442242,0.016452812,0,0.011033806,LOC121108720,lncRNA
LOC121108721,4.225336315,1.360053834,1.780849602,1.675870801,1.653929898,1.977739371,3.503747131,1.550986647,1.474411046,2.3804575,1.919100086,1.131104961,1.471052433,1.838041466,LOC121108721,protein_coding
LOC121108723,14.43935143,14.51734772,18.57907515,17.8430788,22.44856545,15.66480961,26.92923497,18.66720409,14.26556842,10.02265083,21.27795114,18.30707697,15.36201141,21.18317862,LOC121108723,protein_coding
LOC121108725,1.188451594,0.481453537,0.998021758,0.206482327,1.73254613,0.446737948,0.588631528,0.653971191,1.238509508,3.666593063,0.355094776,0.240757281,0.550895077,1.453138922,LOC121108725,protein_coding
LOC121108727,7.045562482,5.904874529,8.070606263,6.168764293,7.016221293,5.795200732,10.6167331,4.395987267,3.522550543,5.969415657,8.75593213,5.597362439,4.908606836,4.733024878,LOC121108727,protein_coding
LOC121108728,0,0.057028441,0,0,0,0,0,0,0,0,0,0,0,0,LOC121108728,lncRNA
LOC121108729,28.49951106,12.18257176,13.59903432,15.06363319,15.34019981,13.68450816,31.78040344,12.57211529,15.33428142,20.02505551,13.52557242,13.69865352,14.78453238,16.13370501,LOC121108729,protein_coding
LOC121108733,2.173474537,1.797426538,2.079211997,2.087765749,1.906890395,3.127165638,0.646340502,1.373339501,2.379881015,2.498474919,1.581785818,1.524796112,0.285649299,0.484379641,LOC121108733,protein_coding
LOC121108734,7.645106936,4.231126965,5.351262674,3.402403636,2.872834538,3.622237629,2.282220164,1.317078744,2.267565202,6.17842881,2.955167083,0.881596514,2.01724815,1.01353387,LOC121108734,protein_coding
LOC121108736,0.11488175,0.038266006,0,0,0,0.152172023,0.082560936,0,0,0.038684259,0.038485897,0.082008978,0,0,LOC121108736,protein_coding
LOC121108737,0,0.037546913,0,0,0,0.074656207,0,0,0,0,0,0,0,0,LOC121108737,protein_coding
LOC121108739,0,0,0,0,0,0,0,0.01421641,0,0,0.028070033,0,0.013306312,0.015042471,LOC121108739,protein_coding
LOC121108741,0.103485594,0.25852542,0.057418535,0,0.052659783,0.822460252,0.167334689,0.052674297,0,0,0.104004402,0.332431957,0.049302224,0,LOC121108741,protein_coding
LOC121108746,0.06838993,0.081153849,0.056918786,0.004579563,0.047851331,0.080680914,0.18430919,0.18710676,0.004847444,0.090676754,0.038662195,0.874192665,0.089600714,0.069062374,LOC121108746,protein_coding
LOC121108748,0.012299145,0,0,0,0,0,0,0.03756168,0,0.024849028,0.012360804,0.079018317,0,0,LOC121108748,lncRNA
LOC121108749,0,0,0,0,0.027262146,0,0.057753152,0.01363483,0,0,0,0.043025284,0,0,LOC121108749,misc_RNA
LOC121108753,0,0,0,0,0,0,0,0,0,0,0,0.066757865,0,0,LOC121108753,lncRNA
LOC121108754,0,0,0.041723878,0,0,0,0,0.15310568,0,0.075965597,0,0.040260956,0,0.040500514,LOC121108754,protein_coding
LOC121108755,0,0,0,0,0,0,0,0.04710214,0,0,0,0.099088534,0,0,LOC121108755,protein_coding
LOC121108756,0.006014794,0.006010411,0.006674565,0,0.018364166,0.017926152,0.045387227,0.030615379,0,0,0,0.045083792,0.022924369,0.012957728,LOC121108756,protein_coding
LOC121108758,0,0,0,0,0,0,0.029085323,0,0,0,0,0,0,0,LOC121108758,protein_coding
LOC121108759,0.014433026,0.014422506,0.016016204,0.015463551,0.029377615,0.014338457,0,0.029385712,0.016368091,0,0,0.015454644,0,0.015546601,LOC121108759,lncRNA
LOC121108760,0,0,0,0,0,0,0,0,0,0,0,0.058486403,0,0,LOC121108760,protein_coding
LOC121108761,0,0.011650333,0,0,0,0,0,0.011868719,0,0,0,0.012484082,0,0,LOC121108761,protein_coding
LOC121108762,0.019365516,0.019351401,0.042979491,0,0,0.038477257,0.062627511,0.078856575,0,0.03912583,0.097313008,0.228098994,0.018452095,0,LOC121108762,protein_coding
LOC121108764,0.264499399,0.14683701,0.097837566,0.0314872,0.119638604,0.058392519,0.09504259,0.209425263,0.033329042,0.14844196,0.029536158,0.062938124,0.056005256,0.031656307,LOC121108764,protein_coding
LOC121108766,0,0,0,0,0,0,0,0.033644386,0,0,0,0,0,0,LOC121108766,protein_coding
LOC121108767,0.129859568,0.09732369,0,0,0.033040235,0.016126087,0.174984182,0.115672695,0,0.163979086,0.081569123,0.60835016,0.108267627,0.052454565,LOC121108767,misc_RNA
LOC121108768,0.084912598,0.197984988,0.031408925,0,0,0.253068691,0.183069902,0.086441238,0,0.057185426,0,1.030460637,0,0.060976001,LOC121108768,lncRNA
LOC121108770,0.02970064,0,0,0,0,0.059012068,0,0,0,0,0,0,0,0,LOC121108770,protein_coding
LOC121108771,0,0.118276746,0.131346415,0,0.090345484,0.176381209,0.031898544,0.210864231,0,0.119569528,0.029739102,0.602020452,0.084585106,0.159369094,LOC121108771,protein_coding
LOC121108773,0,0.006760713,0,0,0,0,0.014586597,0.013774886,0,0.006834609,0,0.014489079,0.012893053,0,LOC121108773,lncRNA
LOC121108774,0.038033768,0.076012094,0,0,0,0.075569123,0.04100003,0.038718471,0,0,0,0.040725926,0,0.040968251,LOC121108774,lncRNA
LOC121108775,0,0,0,0,0,0,0.188012599,0,0.098896925,0,0.087642338,0.186755648,0,0,LOC121108775,lncRNA
LOC121108776,0,0,0,0,0.171878989,0,0,0.085963181,0,0,0,0,0,0.181916336,LOC121108776,lncRNA
LOC121108777,0.020712433,0,0,0,0,0.02057672,0,0.021085309,0,0,0,0.022178529,0,0,LOC121108777,lncRNA
LOC121108780,0.048810555,0.048774979,0,0,0.099351151,0.193962945,0,0.099378534,0,0.049308097,0,0,0,0,LOC121108780,protein_coding
LOC121108781,0.17661106,0.176482337,0,0,0,0.043863466,0.047596249,0.404528631,0,0.044602829,0,0.898282883,0.126210584,0.095118715,LOC121108781,protein_coding
LOC121108782,0,0,0,0,0.018891872,0,0.060031874,0,0,0,0,0.079507378,0.017687336,0.039990229,LOC121108782,protein_coding
LOC121108783,0.018721186,0,0,0,0,0.01859852,0.040362511,0.019058214,0,0.018912017,0.009407521,0.150347508,0.008919078,0,LOC121108783,protein_coding
LOC121108784,0.012045118,0,0,0,0,0.011966195,0,0,0,0,0,0,0,0,LOC121108784,protein_coding
LOC121108785,0.058994422,0,0,0,0,0,0,0,0,0,0,0,0,0,LOC121108785,protein_coding
LOC121108786,0,0.020440227,0,0,0,0.040642217,0.022050436,0,0,0,0,0.109515095,0,0,LOC121108786,protein_coding
LOC121108789,0.018322928,0.009154787,0,0,0,0.063710051,0.009875969,0.018652787,0,0.018509699,0,0.049049716,0,0,LOC121108789,lncRNA
LOC121108792,0,0,0,0,0,0,0,0,0,0.130539843,0,0.034592362,0,0,LOC121108792,protein_coding
LOC121108793,0,0,0,0,0,0.123964802,0,0,0,0,0.041802661,0.089076617,0.039632249,0,LOC121108793,protein_coding
LOC121108794,0.025605171,0.051173017,0.014206918,0,0.026058946,0.063593499,0.027602124,0.013033064,0,0.038799259,0.012866769,0.12337916,0,0,LOC121108794,protein_coding
LOC121108796,0,0,0,0,0,0,0,0,0,0.028123514,0,0,0,0,LOC121108796,protein_coding
LOC121108797,0,0,0,0,0,0,0.017387509,0.016419934,0,0.03258795,0,0.017271266,0,0.017374032,LOC121108797,lncRNA
LOC121108798,0.856050553,1.080538889,1.609918488,0.965445291,0.229268811,0.510264904,0.330270322,0.779728809,1.134330057,0.882982379,1.430884957,0.482444575,0.626780216,0.640616048,LOC121108798,lncRNA
LOC121108799,0,0,0,0,0,0,0,0,0,0,0,0,0.030746402,0,LOC121108799,protein_coding
LOC121108806,0.225959075,0.486326367,0.501489667,0.670410486,0.406858539,0.759773511,0.412215143,0.955496375,3.272164874,0.38629013,0.471652373,0.595577154,0.679026784,0.355728047,LOC121108806,lncRNA
LOC121108809,3.268102376,1.438472089,0.733951721,3.167975547,2.17775099,2.976131578,4.403728044,1.663468208,3.353286136,1.611405044,2.267859703,2.749551879,2.594962102,1.71821812,LOC121108809,protein_coding
LOC121108810,0.159763532,0.114033634,0.050653775,0.048905924,0.046455675,0.113369088,0.049206722,0.092936958,0.310600044,0.023056008,0.045875566,0.048877752,0.021746843,0.270427198,LOC121108810,protein_coding
LOC121108811,0.066968548,0,0.03715721,0,0,0.033264877,0,0.034087075,0,0.06765118,0.100956426,0,0.031904908,0.036067742,LOC121108811,protein_coding
LOC121108812,0.19075198,0.166786332,0.158756868,0.229918247,0.072799683,0.165814362,0.436961139,0.097092997,0.324489739,0.313131613,0.599088386,0.153190536,0.272632061,0.154102041,LOC121108812,protein_coding
LOC121108813,0.022076383,0,0.024497971,0,0,0.109658664,0,0,0.050072418,0,0.022187059,0.07091707,0.021035097,0,LOC121108813,protein_coding
LOC121108814,0,0,0,0,0,0,0,0,0,0.033988213,0.033813931,0,0,0,LOC121108814,protein_coding
LOC121108815,0,0.067241468,0.03733585,0.036047546,0,0.066849609,0.14507703,0.034250955,0,0.10196464,0.135255724,0.036026781,0,0.036241145,LOC121108815,protein_coding
LOC121108816,0.176750454,0,0.049034613,0.213041848,0.112426766,0.109745214,0.071450723,0,0.125279845,0,0.133227422,0.118288404,0.105258498,0.309379814,LOC121108816,protein_coding
LOC121108817,0.663337751,0.795425133,0.625685146,0.604095362,0.202528027,1.021436677,0.393289388,0.236347823,0.902727379,0.201029811,0.266665314,0.497203721,0.15801246,0.928872569,LOC121108817,protein_coding
LOC121108818,0.100633384,0,0,0.035939554,0.068277873,0.199948021,0,0,0.152167347,0,0,0.071837703,0,0,LOC121108818,protein_coding
LOC121108819,2.057667608,5.654461662,1.617391311,2.204586191,1.308833499,4.599416885,1.10907279,0.698236929,2.236312389,4.503724523,1.37865559,4.498437341,2.777534802,2.585830669,LOC121108819,protein_coding
LOC121108822,0.646699576,0.369273274,0.922676056,1.187784474,0.7521833,0.826022889,0.796726658,3.103611299,0.838175916,0.839946339,1.207034581,1.088175235,0.968308701,1.094650029,LOC121108822,transcribed_pseudogene
LOC121108824,1.425781991,0.284948562,5.695840647,3.666200635,1.54778635,8.21535159,5.635589879,3.193189214,2.80269519,4.801051511,5.063019026,2.951627037,3.713319647,1.945331137,LOC121108824,transcribed_pseudogene
LOC121108825,6.211049067,6.723732322,5.073533569,6.469673523,9.481681942,17.22556824,7.253404404,3.776154607,14.18538478,4.444338562,7.716036875,15.7030134,6.740047064,7.154861979,LOC121108825,transcribed_pseudogene
LOC121108831,0.251960874,0.201421786,0.223679044,0,0.2051409,0.500619933,0.054322272,0.718191044,0.400038505,0.712681742,0.607737691,0.107918205,0.19206123,0.1628405,LOC121108831,lncRNA
LOC121108832,0.028105274,0,0.12475272,0.060224012,0.085810068,0.111684487,0.151486055,0.057222479,0.095620219,0.113567042,0.197723227,0,0.026779622,0.060547455,LOC121108832,protein_coding
LOC121108833,0.089434035,0,0,0,0.455094928,0.088848042,0,0.091044072,0.101424642,0,0,0,0.340862662,0,LOC121108833,transcribed_pseudogene
LOC121108834,0.536604213,0,0.099244176,0.095819674,0.091018986,0,0.192818033,0.273132217,0.405698566,0.090345666,0.719059185,0.095764478,0,0.09633429,LOC121108834,transcribed_pseudogene
LOC121108835,0.089434035,0.089368851,0.198488353,0,0.091018986,0.088848042,0.096409017,0,0,0,0.089882398,0.095764478,0,0,LOC121108835,transcribed_pseudogene
LOC121108836,0.178868071,0,0,0,0.091018986,0.266544127,0,0.091044072,0.304273925,0.271036997,0.179764796,0.191528955,0.085215666,0,LOC121108836,transcribed_pseudogene
LOC121108837,0.477150905,0.476803133,0.441241864,0.426016449,0.080934496,0.395020416,0.428636679,0.242870409,0.811685271,0.160671553,0.319695348,0.170308417,0.378870786,0.685287105,LOC121108837,protein_coding
LOC121108838,0.178868071,0.089368851,0,0.287459022,0.091018986,0.088848042,0.385636066,0,0.101424642,0.180691332,0.449411991,0.287293433,0.170431331,0.289002869,LOC121108838,transcribed_pseudogene
LOC121108839,1.543068934,1.541944267,0.746400372,1.822808471,0.9261423,1.886718006,2.260535936,1.006953875,1.615339734,0.959260271,1.709861762,1.652292547,1.319487797,1.449031109,LOC121108839,protein_coding
LOC121108840,2.363512662,1.254700946,0.409807747,1.42440117,0.676518424,1.027261535,1.194301669,2.10530409,2.429106786,0.59690118,2.226901633,0.711790325,0.844511979,3.580127884,LOC121108840,protein_coding
LOC121108841,0.278535852,0.092777614,0.309088828,0.298423462,0,0.276710819,0.400345236,0.189033464,0,0.468958431,0.373242993,0,0.353864057,0.100008732,LOC121108841,protein_coding
LOC121108842,0.212873408,0.212718255,0.094489512,0.091229074,0.08665838,0.169182888,0.229475454,0.086682265,0.144848271,0.51610391,0.171152491,0.227941304,0,0.045859517,LOC121108842,protein_coding
LOC121108843,0.134151053,0.044684426,0.099244176,0.047909837,0.045509493,0,0.048204508,0.318654253,0.304273925,0.135518499,0,0.095764478,0.042607833,0.048167145,LOC121108843,protein_coding
LOC121108844,1.618634362,1.998032178,1.162237073,1.428169427,0.58140699,1.608028686,1.231674374,0.290783619,1.079792953,0.865658982,1.913822492,1.22344006,0.272168401,1.128159724,LOC121108844,protein_coding
LOC121108845,0.214833869,0.515225489,0.286079146,0.322242373,0.349825848,0.426852452,0.370542099,0.349922267,0.536001598,0.260428489,0.561368347,0.506089173,0.409401432,0.462818613,LOC121108845,transcribed_pseudogene
LOC121108846,1.416505819,1.505344725,0.923170127,0.65041933,1.144134237,1.541245921,1.648168279,1.213116559,1.708414586,1.271950868,1.265428655,1.75752815,1.135455965,1.30782503,LOC121108846,protein_coding
LOC121108848,0.474455137,0.189643732,0,0.304998895,0,0.377077116,0.306874802,0.48299652,0,0.095858283,0.381466992,0,0.090415265,0.306636942,LOC121108848,transcribed_pseudogene
LOC121108850,0.005497418,0,0,0,0.005594843,0.016384193,0.005926163,0,0.012468937,0,0,0.011773088,0.005238119,0.00592157,LOC121108850,lncRNA
LOC121108851,0.048895813,0.048860176,0,0,0,0,0,0,0,0.049394224,0,0,0,0,LOC121108851,protein_coding
LOC121108853,0.442225167,0.176761141,0.850604642,0.631733712,0.465064359,0.571125884,1.048771703,0.585242228,0.601818253,0.967921312,0.992587558,0.662938295,0,0.571613889,LOC121108853,protein_coding
LOC121108855,0.022772303,0.034133558,0.025270228,0.036597386,0.03476381,0.022623093,0.02454832,0.046364523,0.038738149,0.023004428,0.05721617,0,0.010849096,0.024529292,LOC121108855,protein_coding
LOC121108856,2.615121802,1.509040092,0.613093959,2.209904272,2.698952447,6.403488847,5.79697268,2.287242729,1.712608455,4.837059398,3.035423199,3.983424248,1.824960754,3.689730045,LOC121108856,protein_coding
LOC121108857,2.591203792,1.242348199,0.450194598,1.570385457,1.784721036,3.575313348,2.722754688,1.199023618,0.920171386,3.371173126,1.630909602,2.368234487,0.660889517,2.255456391,LOC121108857,protein_coding
LOC121108858,2.038399848,1.123814709,1.71599598,0.979008798,1.287635819,2.374189247,2.576232903,0.679772879,0.916705581,2.875748481,1.589445798,1.919257194,0.669742707,0.984266727,LOC121108858,protein_coding
LOC121108859,0.05409247,0.027026522,0.060025946,0.057954701,0,0,0.029155577,0.027533135,0,0,0.135909133,0.028960658,0.025770535,0,LOC121108859,protein_coding
LOC121108860,0.04557241,0,0,0,0.069570067,0,0.049126613,0,0,0.023018472,0.02290044,0.048798179,0.043422879,0.024544268,LOC121108860,protein_coding
LOC121108862,0,0.064751043,0.143812163,0.069424903,0.065946626,0,0.279407613,0,0.293943637,0.785505372,0.130246253,0,0.123483812,0,LOC121108862,lncRNA
LOC121108863,3.780385305,7.015598516,5.99294416,4.628922131,4.580215836,5.544003573,9.314784978,3.665182592,6.532920967,5.091893346,7.236833602,7.710426101,4.802765871,5.817228159,LOC121108863,protein_coding
LOC121108864,0.224241814,0.074692792,0.165892802,0.640674136,0.380359713,0.074257509,0.88634511,0.304371638,0.33907517,0.302036779,0.901464052,0.080038135,0.213664913,0.402571864,LOC121108864,lncRNA
LOC121108865,0.094983021,0,0.075287027,0.087227023,0.262379984,0.444843156,0.980025926,0,0.800187817,0.246731692,0.068185145,0.116235701,0.012928989,0.102311405,LOC121108865,lncRNA
LOC121108866,0.216998861,0,0,0,0,0,0,0,0,0,0,0,0,0,LOC121108866,lncRNA
LOC121108868,1.050995206,1.090622618,0.134570804,1.515818815,0.740506809,1.48584719,0,1.563723028,0,0,1.543770749,0,0.154065001,0,LOC121108868,protein_coding
LOC121108869,13.81652389,13.66263649,16.76945943,10.63967867,16.25847104,14.58386942,25.90948947,9.230324232,13.22066292,13.81197107,17.93581305,14.1780663,14.39903778,11.1619,LOC121108869,protein_coding
LOC121108871,0,0,0,0,0,0,0.44705218,0.422174736,0,0,0,0,0,0.446705669,LOC121108871,snoRNA
LOC121108872,3.851816585,3.669985505,4.771342423,3.838919421,3.19076156,6.674264947,6.662865695,4.74186663,2.844433789,4.343530506,5.31154639,2.973448722,3.414080425,4.341979098,LOC121108872,protein_coding
LOC121108873,10.5689846,15.89173946,31.06342723,7.504566154,2.96812669,33.87650062,28.59063899,11.29214036,12.26867869,5.967882312,9.494638689,12.89187707,2.066347096,17.15719702,LOC121108873,lncRNA
LOC121108875,6.998213272,3.792874643,12.96503213,4.829149166,1.810737871,19.38412047,11.50780506,4.89033976,5.85147122,5.152382696,10.6095507,3.492765849,0.904152655,8.815812081,LOC121108875,protein_coding
LOC121108877,3.213681019,1.835050701,4.558293163,1.294413378,0.541007108,3.6247087,3.25593679,1.451282593,1.644156038,2.660615521,1.918448044,1.397161156,0.483489486,2.967112749,LOC121108877,protein_coding
LOC121108878,1.535472954,2.242517128,0.917485192,1.265466581,3.606195253,0.586696989,0.509299952,1.442875679,1.205540993,0.71590363,4.510806936,1.644158899,1.575590914,1.653941874,LOC121108878,misc_RNA
LOC121108879,7.419792385,2.599849099,4.170305205,3.200476066,2.549784871,4.977937137,8.62172062,3.335253075,1.311363008,1.849520395,4.067449247,1.650907069,1.469053539,3.529051667,LOC121108879,protein_coding
LOC121108880,0.715103787,0.276612613,0.307178514,0.074144766,0.563440148,0.11458359,0.024866932,0.234831435,0,0.396151041,0.046367022,0.370510278,0.395636638,0,LOC121108880,protein_coding
LOC121108881,0.250735728,0,0.158993869,0,0.291633449,0.213508156,0.038612952,0.072928457,0,0.289476068,0,0.345193261,0.238909179,0.038583023,LOC121108881,protein_coding
LOC121108882,0.611308894,0,0.226121399,0.054579723,0.414761674,0.050608621,0,0.259297495,0.057772362,0.257308402,0.102395598,0.545482829,0.339777112,0,LOC121108882,protein_coding
LOC121108883,0.524361801,0,0.179039926,0.043215501,0.369453145,0.040071235,0,0,0.04574339,0.162986705,0.040537739,0.129571822,0.269031013,0,LOC121108883,protein_coding
LOC121108884,0.280475801,0.020507662,0.007591258,0,0.327219037,0.02038815,0.081118339,0.03482013,0.007758043,0.255692365,0.048126181,0.234402983,0.182509798,0.007368679,LOC121108884,protein_coding
