name,C2A1,C3A1,C4A1,C5A1,C6A1,C9A1,C10A1,C1A1,C7A1,C8A1,C11A1,C12A1,C13A1,C14A1,GeneName,Biotype
ITFG2,8.478571931,7.631931004,6.503222953,3.851593343,3.327276541,5.997189042,5.907978171,6.656387217,7.938401269,5.837901812,5.317152578,4.866190594,3.515832762,7.773782679,ITFG2,protein_coding
ITGA1,27.30883805,36.31874103,28.43343689,24.48921033,26.26506652,32.59555493,17.70464806,37.43615369,35.85095161,24.95024857,27.80247421,25.84494907,24.34381164,33.60558897,ITGA1,protein_coding
ITGA11,19.367918,16.06711507,5.186654456,12.96106616,10.95409684,17.5819578,16.76201741,6.033151869,8.453258708,9.011166759,16.14920873,8.984651848,6.52016087,14.01784813,ITGA11,protein_coding
ITGA2,0.297796309,0.280574731,0.660923984,0.464914729,0.181844314,0.355014093,0.28433334,0.944118729,0.414916186,0.318022236,0.393351601,0.865518766,0.640464365,0.439916829,ITGA2,protein_coding
ITGA2B,2.396473762,0.649633413,1.329673115,0.314119232,1.232445145,1.139731036,1.429101232,1.453388434,0.636074756,1.699782117,1.332355112,2.30676392,0.959529946,1.565300601,ITGA2B,protein_coding
ITGA3,7.730621946,3.662598405,6.745446854,7.10726639,5.739819213,4.064357592,5.272804243,3.521042401,3.878592392,6.557829083,7.289466635,4.698596449,6.369920111,4.295603265,ITGA3,protein_coding
ITGA4,4.547651595,6.020455798,6.568632747,3.097507307,1.632234927,4.329173613,1.876759766,4.468400518,2.716291825,4.295556706,4.241717396,2.576003081,3.166919919,7.308007078,ITGA4,protein_coding
ITGA5,45.09034299,21.1090666,29.35640655,37.28736924,20.7808737,25.28838574,40.91771434,32.1374422,18.37862787,40.42287079,28.26120304,25.47341806,25.95364341,23.28201175,ITGA5,protein_coding
ITGA6,18.76771697,27.24189852,18.02959746,13.82085197,17.76887651,21.00520383,13.65698323,31.24854699,23.88034473,21.17463348,23.71502289,23.44380227,21.23717876,23.05484797,ITGA6,protein_coding
ITGA7,12.35132417,5.766708544,10.73600727,2.937605958,10.25814534,10.28585996,11.03451557,4.771618134,4.086694002,13.76979194,11.16667221,7.060173573,4.752283707,8.916403491,ITGA7,protein_coding
ITGA8,0.649254398,0.459137457,1.030829164,0.909645826,2.256751199,0.893077379,0.936775711,3.772457026,1.755795357,1.856623581,1.616215412,0.951904032,0.552008989,1.054400713,ITGA8,protein_coding
ITGA9,1.210180041,2.213742243,0.931976201,1.750038937,0.962418799,2.529325148,1.126343374,1.070396964,1.867406637,1.576577756,2.651817401,1.005515702,0.838044635,1.559987372,ITGA9,protein_coding
ITGAD,10.8333156,5.046436267,6.909679255,8.799656923,5.871872242,4.990054216,6.824483513,3.832740567,2.365804367,6.550703386,7.44942875,3.338551557,3.979747909,5.122925459,ITGAD,protein_coding
ITGAV,13.3967115,22.02269614,15.67163896,26.10998741,21.7595175,22.02267896,9.607790842,28.22128181,19.46887337,18.05057171,21.09216577,24.50764697,17.81683368,27.29704382,ITGAV,protein_coding
ITGB1,295.7938508,406.8934384,387.3561108,294.9077716,247.6744777,435.6347983,238.5471376,360.6341787,310.0681915,287.8462404,408.1202018,320.5045635,292.5756553,455.6803701,ITGB1,protein_coding
ITGB1BP1,32.59592649,29.27093561,26.3953591,17.60322758,20.17313002,25.51204081,21.41524154,21.8378269,28.37400234,26.2980524,22.84299979,20.70607327,18.59310617,28.18357794,ITGB1BP1,protein_coding
ITGB1BP3,243.6776542,296.7030705,320.5300672,303.0815124,323.2863975,321.4991118,371.0996581,279.381393,287.4785395,393.8158206,398.2662801,381.8966417,421.5814144,259.9776468,ITGB1BP3,protein_coding
ITGB2,60.68400413,33.10307583,64.4370993,55.29599307,24.79540121,34.68493634,35.104267,12.50135765,17.56394473,50.30392193,38.34030803,24.95848462,23.17425037,39.63783264,ITGB2,protein_coding
ITGB3,2.779751917,3.513447888,3.868338764,4.765164338,2.125584008,3.254137051,4.535311974,3.762861774,2.215227411,4.15900429,6.282022169,6.403523362,2.677272207,3.560697358,ITGB3,protein_coding
ITGB3BP,0.382308498,0.561808606,0.411766659,0.361416646,0.274647367,0.279267295,0.181819776,0.206042299,0.229534618,0.488436359,0.565036968,0.252845917,0.139282002,0.254350386,ITGB3BP,protein_coding
ITGB4,1.730980565,0.682979152,0.692496785,0.803913842,0.975338,0.937313836,1.585682694,0.67309308,1.819829398,2.063827809,1.42607203,0.262513612,0.205282005,1.528437588,ITGB4,protein_coding
ITGB5,32.01617901,23.92772782,21.85719733,74.1343838,32.89329956,20.03924226,27.87295981,17.32486146,22.39263779,22.72585406,31.27133518,18.26221715,36.7464625,21.17699573,ITGB5,protein_coding
ITGB6,0.01991429,0.046432809,0.081028622,0.035560301,0.033778684,0.032973011,0.007155803,0.040545594,0.097865038,0.013411522,0.006671376,0.02132389,0.037949969,0.028601027,ITGB6,protein_coding
ITGB8,0.072798526,0.134579113,0.044431142,0.070196742,0.055566496,0.195268138,0.074552295,0.133396347,0.156861672,0.084571673,0.13169428,0.097439313,0.062428328,0.117622909,ITGB8,protein_coding
ITGBL1,0.281600534,0.510028962,0.410142705,0.707125699,1.244879914,0.681903838,0.379453281,0.447921953,0.409173979,0.791184914,1.255867045,0.310956079,0.427632087,0.834150164,ITGBL1,protein_coding
ITIH2,1.27485091,1.632772928,1.374840589,1.500539783,1.480182388,1.694609712,1.451700874,1.66337929,1.812306762,1.106459139,1.624109786,1.538128619,1.574002762,1.141119516,ITIH2,protein_coding
ITIH3,0.018440615,0.073708697,0,0.019757285,0.018767419,0.036639575,0.019878802,0.037545184,0.10456493,0,0,0,0.035141638,0.019863394,ITIH3,protein_coding
ITIH5,88.24075838,170.79755,145.6872975,177.3285611,129.3345182,131.0678188,138.5802569,124.1203305,107.9252955,152.2219376,138.7662843,99.81600142,147.0998396,130.0891905,ITIH5,protein_coding
ITIH6,0.344909476,0.151649559,0.551150015,0.236503168,0.182531421,0.164471783,0.223085428,0.196626479,0.187753058,0.362362261,0.194117629,0.206821065,0.118310759,0.118886674,ITIH6,protein_coding
ITK,5.227197919,3.990617653,6.252202755,4.169657765,1.669729024,3.01974353,3.125912337,1.838502881,2.740446814,5.794395831,2.645874811,2.328760623,2.762985351,6.329175953,ITK,protein_coding
ITM2A,1033.882048,924.911371,734.939241,741.6927563,854.3458195,928.8383527,786.0110902,675.7626992,1111.160847,784.2037538,857.0513025,718.9756342,647.717667,877.3784715,ITM2A,protein_coding
ITM2B,327.2067828,239.0548822,173.2466028,170.2055468,207.8248663,265.0867328,237.5144971,224.6256555,256.7468987,204.5608023,291.0877708,211.2358061,149.9252808,236.4272093,ITM2B,protein_coding
ITM2C,1.250301131,2.359958602,1.464528827,0.915375095,0.212076495,0.841873784,0.262074634,1.279880852,1.07132609,0.989385923,3.609146291,0.41651607,0.436820154,0.920291269,ITM2C,protein_coding
ITPA,11.24166267,10.73296808,14.57449071,14.36971267,9.628469633,13.82178791,13.19826019,11.10411879,9.656311456,8.770175289,13.53525275,15.97039251,14.37027515,10.79020651,ITPA,protein_coding
ITPK1,1.141496815,0.986308814,1.11563375,0.922860323,0.985868755,1.186036607,0.937003307,1.055436839,1.267817506,1.071143689,1.197213032,0.877473821,0.977892004,1.190087071,ITPK1,protein_coding
ITPKA,1.505639689,1.60083301,1.971538518,1.509902015,1.379090375,1.148754724,1.051746039,2.164235911,1.700673901,1.685253781,1.688717768,1.676702492,1.285421847,1.595857923,ITPKA,protein_coding
ITPKC,10.63315597,6.057361053,5.06608052,3.918870891,4.927332823,5.690350048,8.000474323,4.66603339,5.301312703,7.623030665,5.695583051,4.569924067,3.852502106,5.421065376,ITPKC,protein_coding
ITPR1,8.904795601,14.18618716,9.659516887,7.950502363,7.557829067,10.29324684,9.353608143,16.13271675,7.028731692,8.147668512,7.860087214,12.91584408,9.528163915,8.639842907,ITPR1,protein_coding
ITPR2,3.74714514,4.140629436,4.031328462,4.519878769,5.336791628,3.623229179,3.611957991,3.429142775,5.225831372,4.665820719,4.796266532,3.675784405,3.451275234,3.974691444,ITPR2,protein_coding
ITPR3,3.626628323,1.797260881,1.531249625,4.23306169,1.872456301,1.411854726,1.709995779,1.152598393,1.230513579,2.400697691,1.677205171,1.534390225,2.343044846,2.172361567,ITPR3,protein_coding
ITPRIP,3.951363904,3.591286137,3.359174184,1.994261779,3.562551682,3.144857848,3.096578864,5.684606491,4.912079695,3.363779347,2.974334448,2.400011493,2.638867168,4.453952291,ITPRIP,protein_coding
ITPRIPL2,6.488685114,6.421610106,5.781120744,5.960432213,3.513495138,4.948261685,4.887349802,7.854614276,5.271330993,5.567400632,5.423895221,5.389135301,6.539321022,5.73482463,ITPRIPL2,protein_coding
ITSN1,5.693895969,6.166025338,5.442640033,4.47512262,4.417820267,5.3511019,3.591068182,7.398105972,4.527657651,4.31783473,5.37734365,3.956692958,4.370540182,5.592203744,ITSN1,protein_coding
ITSN2,5.834889743,4.886049446,5.104242873,3.842260517,2.967908109,4.455802787,3.099017072,5.458785468,5.022982551,4.432465302,3.383818055,3.049602701,3.505263709,4.555698019,ITSN2,protein_coding
IVD,18.04313873,15.69276732,19.73392791,11.3363316,9.427043971,18.51503649,19.19018916,9.864275072,17.99917471,14.68290811,14.15987512,22.08317421,14.64511456,17.27577891,IVD,protein_coding
IVNS1ABP,32.65323862,29.39457159,31.00242552,31.35927249,33.46813581,30.89802632,24.92830459,34.43492227,31.8498161,27.8030852,30.48427333,30.49096666,27.51638571,32.10666533,IVNS1ABP,protein_coding
IWS1,26.06814852,23.07962097,25.49079449,21.54824591,20.09858206,22.48422588,20.61296027,21.9039192,23.16420694,21.64722621,22.00248638,21.05248526,18.19584437,23.78445064,IWS1,protein_coding
IYD,0,0.079107609,0.017569812,0.033927102,0,0,0.017067886,0.032236193,0.035911666,0,0.031824876,0,0,0.017054656,IYD,protein_coding
J6367_mgp01,87.41063321,143.5061732,76.76594086,64.92425386,89.06887771,94.82911562,121.1665564,71.95167692,121.2669544,128.9312266,102.6160823,89.34862445,87.98860291,82.7175669,J6367_mgp01,protein_coding
J6367_mgp02,2512.303461,3710.815983,2176.233595,2371.458466,2677.711348,3068.040281,3045.111766,2214.97133,3803.954699,5110.262919,3107.105382,3729.031388,1863.294878,2871.965712,J6367_mgp02,protein_coding
J6367_mgp03,889.1811222,1312.581852,901.2152948,832.8018866,1056.316081,1048.467794,1081.456847,974.596647,1353.025473,2193.970946,1022.327341,1416.771181,843.7783339,1092.792441,J6367_mgp03,protein_coding
J6367_mgp04,1389.932507,2099.517133,1482.568565,1334.689624,1611.630641,1661.987226,1833.248093,1295.01181,2280.222757,2935.760775,1782.925644,2502.83075,1518.126111,1663.952682,J6367_mgp04,protein_coding
J6367_mgp05,218.8532151,393.6863403,266.9153747,198.5299764,279.7096173,273.9744561,466.5599118,256.7589983,362.1385611,307.1564037,288.3415228,410.3549779,248.4045259,310.2573916,J6367_mgp05,protein_coding
J6367_mgp06,910.7646219,1825.461399,1012.260629,945.3749215,786.0026188,1158.964241,1346.830665,903.778684,1743.944989,1190.101062,1071.145184,1629.200404,1362.805341,1086.525634,J6367_mgp06,protein_coding
J6367_mgp07,10807.88347,13275.63937,9346.763372,6494.396447,7160.681163,10504.37645,9086.985615,6914.034802,13786.79643,13706.26721,9159.793673,10979.68635,6644.719348,10681.41627,J6367_mgp07,protein_coding
J6367_mgp08,3634.978379,4057.313974,2965.739842,2550.597847,2163.826814,3358.030208,3518.506538,2350.152319,4549.040789,4578.173364,2977.182559,3976.062143,2586.998853,3413.683575,J6367_mgp08,protein_coding
J6367_mgp09,6.107531583,6.78120012,6.777475032,2.544738253,2.417243606,2.696672706,4.389239588,3.108741235,6.92638098,4.798723729,4.774117197,5.449869358,3.556333776,6.213269753,J6367_mgp09,protein_coding
J6367_mgp10,7312.846393,11002.49719,6677.728567,5750.837395,7339.567938,8536.44016,7009.39584,5679.36118,10722.87824,9976.910445,8254.0478,9045.396763,6405.846214,7513.29546,J6367_mgp10,protein_coding
J6367_mgp11,11324.1288,15390.65508,11537.20923,9094.88678,10077.40777,13348.63747,10843.95104,10009.88955,16874.78455,22438.44563,13066.06224,14470.09887,8914.600656,12699.17685,J6367_mgp11,protein_coding
J6367_mgp12,1341.986537,2242.15748,1123.126764,1225.352874,1163.906286,1567.927657,1527.505014,1050.514176,2438.416091,2295.133295,1418.790108,2138.992421,860.4000205,1529.571372,J6367_mgp12,protein_coding
J6367_mgp13,2208.535622,2906.839676,2643.354288,2036.534449,2196.190663,2334.794786,2547.599065,1994.950991,3243.032215,4336.511714,2141.931289,3664.056167,2141.6242,2868.736931,J6367_mgp13,protein_coding
J6367_mgr01,1618.546075,1932.927371,1953.357166,742.2448337,1176.828684,1732.723397,1524.837934,1302.805987,1774.483009,1886.270565,1486.653536,1945.408482,1624.029857,1357.723598,J6367_mgr01,rRNA
J6367_mgr02,1034.760403,1248.729168,1441.521256,879.8957696,1243.122012,1033.451117,1304.061745,2137.026019,1651.568104,1345.532071,1209.208347,1296.449096,2074.934925,1056.577906,J6367_mgr02,rRNA
J6367_mgt22,46.92919488,93.78998106,70.34952638,70.56837171,77.08772677,58.89057306,21.30072153,25.98237159,87.76811193,27.44648183,42.19978594,74.05410715,29.0259595,78.04210797,J6367_mgt22,tRNA
JADE1,6.244913405,4.773168079,5.368672304,3.922478481,4.178534295,4.318803324,4.446644735,5.428518401,5.469235598,5.088680653,4.638778624,3.71907683,3.981515834,4.942851445,JADE1,protein_coding
JADE2,41.10539704,24.10173111,24.1522997,17.45795894,31.71940274,24.95708833,38.89167826,28.46119838,34.73765117,23.69795028,21.55381156,23.98774558,29.10468024,25.50314271,JADE2,protein_coding
JADE3,1.910159925,2.189680687,2.211674425,1.420998241,1.423163344,1.568241731,1.550178041,2.623304774,1.683959841,1.751230981,1.658941845,1.397024577,1.456050136,1.746965969,JADE3,protein_coding
JAG1,5.993581385,9.617381545,5.709556121,9.471018308,9.126488668,6.688403034,5.339931575,8.915405855,13.69776392,7.390943819,5.565209943,6.212691221,6.180267186,6.013821466,JAG1,protein_coding
JAG2,7.438195839,11.29663745,7.165018803,5.850468671,6.188187326,7.675360704,5.313716307,5.138212084,12.70338623,8.37126959,9.166369742,14.19106617,7.417817584,8.989752867,JAG2,protein_coding
JAGN1,12.91977835,12.70213012,13.4890813,15.55393453,11.73489939,12.14506442,15.57472112,9.192514404,14.02176795,12.91113545,13.68264358,20.15640267,16.94332717,12.94393411,JAGN1,protein_coding
JAK1,18.0787911,18.93964331,21.48256924,19.93265318,21.65116557,17.96734211,13.88849805,23.34460865,18.2747985,19.78440317,16.77641316,15.3326928,16.8362406,19.20392566,JAK1,protein_coding
JAK2,7.271133482,9.440870388,8.465045649,8.772205812,7.989797307,8.957396985,3.450556218,10.77719413,11.0201267,7.835387724,7.680076594,9.633044237,8.430668479,10.40171463,JAK2,protein_coding
JAK3,25.4466238,9.097113762,15.68385747,6.42976026,4.815930946,8.047847228,11.35084629,5.598866456,4.673481709,14.89492303,7.3856515,4.882460625,5.777922634,10.92009701,JAK3,protein_coding
JAKMIP1,0.902371502,0.92747706,1.330370128,0.566269342,0.577256951,0.525068813,0.555855808,0.590539148,1.344979959,1.302242386,0.660738071,0.414104741,0.700130182,1.02753618,JAKMIP1,protein_coding
JAKMIP2,0.340600573,0.340352326,0.300547709,0.316556795,0.154524793,0.432133746,0.247725169,0.259004804,0.279228142,0.257017957,0.511400079,0.188945848,0.250244112,0.313836681,JAKMIP2,protein_coding
JAKMIP3,0,0.019142823,0.01062906,0.030786886,0.009748141,0.009515633,0.020650828,0,0.043450351,0.019352057,0.067384888,0.020512767,0.01825321,0.010317411,JAKMIP3,protein_coding
JAM2,8.805920329,10.95076163,5.722743057,7.779691554,9.011492566,10.59694829,6.739289765,7.565301557,13.43494203,9.989211921,11.29483734,6.433758438,6.999866177,10.42863158,JAM2,protein_coding
JAM3,7.333302674,6.61963147,4.447848006,4.763852441,6.7418584,9.794760367,7.557898738,7.885162793,7.804934369,8.65791833,9.688594194,7.617773191,7.04881073,7.343804171,JAM3,protein_coding
JAML,8.775998202,6.087135377,9.566790867,0.884951457,5.779223006,9.15442057,3.172029993,0.709463767,3.600504636,7.379187397,5.836761541,4.339292015,3.664548635,5.19920913,JAML,protein_coding
JARID2,14.12419475,13.97461842,12.58004356,10.77207161,11.77385342,12.83157438,10.97856275,14.03792308,15.76494127,13.27315036,11.11319397,11.36286454,6.976907093,16.36499729,JARID2,protein_coding
JAZF1,2.80689436,3.683475812,4.690943406,4.818939548,7.726689932,4.653104274,3.372131743,4.260318137,4.142021848,4.868187931,4.766753229,5.477028175,8.337674702,4.207344087,JAZF1,protein_coding
JCHAIN,6.509965835,11.70939788,28.78785059,22.31929896,19.2797262,15.06883462,9.71948621,54.27645307,14.76554085,23.31306875,86.46049166,9.027138256,38.36498443,63.18028371,JCHAIN,protein_coding
JDP2,14.21319477,11.97727154,7.923862397,7.413643545,5.138910369,10.65761003,12.20603144,24.87087392,5.880658009,7.41948348,9.910264539,8.647302579,5.507835487,5.713708703,JDP2,protein_coding
JKAMP,17.75956833,19.14012363,22.89363208,18.32451235,21.41366667,21.3511284,23.96396193,18.87260247,19.34988972,18.14776368,18.46691487,20.68554809,22.15869507,17.76023196,JKAMP,protein_coding
JMJD1C,6.371880808,7.069290321,6.545652902,5.483423846,5.844267595,6.611254457,3.997172435,8.513029374,7.862473573,5.801034184,5.535925441,5.281742669,5.494884344,7.68859286,JMJD1C,protein_coding
JMJD4,3.964834039,2.837988448,3.682053655,3.298920742,4.135260865,2.989060561,2.303744535,1.345403665,2.885992075,2.797993019,5.7651139,3.703502381,3.201772121,4.043572532,JMJD4,protein_coding
JMJD6,8.664182377,5.573930519,9.48772706,7.862221405,7.30545361,6.41581546,8.945607225,11.9968131,7.492502088,9.110451039,7.995386148,8.518619804,6.959464934,5.675934521,JMJD6,protein_coding
JMJD7,4.083663274,4.563348786,4.48287891,5.739560899,8.982395989,4.798491138,4.544153927,1.832735029,5.378131114,5.943965358,4.192397035,5.360106804,3.179780788,5.486596682,JMJD7,protein_coding
JMJD8,18.36685222,17.35839813,13.87417896,16.0034005,13.62514641,18.24650825,26.4189285,7.377628655,10.16371122,16.09509822,20.12690713,14.27628821,13.59981395,15.31467705,JMJD8,protein_coding
JMY,4.015368271,4.781212006,3.362458734,3.166900288,3.997243138,5.457300372,2.924484309,5.392956558,5.755286028,3.251855895,3.709945823,3.880469901,4.636180061,4.90670854,JMY,protein_coding
JOSD1,19.40083998,17.23097004,19.10198528,16.70536952,20.56230875,18.63816126,20.4327676,16.11511534,18.27309253,18.95232627,20.99335617,15.11857194,18.86851019,18.75024192,JOSD1,protein_coding
JPH1,0.20721903,0.133985175,0.311107697,0.378730756,0.35975586,0.423832051,0.157680064,0.533578128,0.290295741,0.455603377,0.526769953,0.104417266,0.429733343,0.196947307,JPH1,protein_coding
JPH2,0.634438876,0.6198881,0.438063945,0.271895262,0.746121889,0.546244298,0.15198198,0.444926031,0.319777515,0.370301198,0.297555781,0.875602279,0.174637393,0.258169103,JPH2,protein_coding
JPH3,1.705340779,1.325409432,1.429814791,4.709865603,5.450952897,1.794562063,1.620463284,1.144501229,1.475554612,1.365418183,1.94240892,3.368048775,5.428384024,0.952474857,JPH3,protein_coding
JTB,76.93782951,82.25192004,66.65615127,62.97133923,72.83199881,84.67855385,131.9971808,59.69437908,80.3098305,65.1463605,73.76843909,93.0914501,81.79999804,67.1198335,JTB,protein_coding
JUN,206.456177,130.5570442,81.68939878,53.18970059,60.79763148,153.4109232,219.8297928,243.7785724,107.4104983,79.21915429,101.2166188,70.02625432,71.19892202,50.25949227,JUN,protein_coding
JUND,61.3946138,44.43302676,44.93868456,31.27099709,31.59877688,45.98850481,110.784242,84.27471141,24.7753548,25.19136426,35.298859,31.17776579,31.62549014,26.67202761,JUND,protein_coding
JUP,46.18047476,25.39156694,18.0030581,34.15060828,42.717674,30.60574533,51.43261237,24.81267866,22.50276583,47.60422944,42.33967473,23.89662329,27.73350898,26.78753219,JUP,protein_coding
K123,1.420840681,0.916003291,1.246097367,2.087009765,1.469343739,0.978965045,0.716418046,1.236455273,0.441817862,1.20381994,0.806108614,0.441700423,0.567732367,1.135506427,K123,protein_coding
KALRN,1.213124728,1.131424505,0.824543843,0.880033978,1.129166284,0.901371252,0.926313429,0.694667259,0.945842473,0.99826414,0.967745181,1.058138683,0.529789701,1.088935812,KALRN,protein_coding
KANK1,3.53209576,2.940665724,1.861478785,1.603578071,1.317195069,3.142613666,1.940805765,2.64247689,2.886364798,2.99472021,2.452525336,2.434950671,2.211513255,2.889481262,KANK1,protein_coding
KANK3,31.19900932,16.77077529,16.21248979,20.71792325,23.25252992,21.22325382,37.91374098,13.55239894,24.40185058,26.9711755,21.83321064,21.93746528,15.57727711,17.67456359,KANK3,protein_coding
KANK4,39.87892349,35.30569505,18.05486164,16.11900368,28.2256692,36.07381771,28.01849529,20.24991099,17.30893399,24.42707757,35.94644542,13.70419483,15.73625804,25.07830826,KANK4,protein_coding
KANSL1,15.94222347,6.76815935,7.663760229,6.098982559,6.136079923,7.032092671,9.327134125,6.902999767,4.892866564,10.21178956,6.909354229,6.380539356,5.349422345,6.426938758,KANSL1,protein_coding
KANSL1L,8.427475036,8.521852556,7.987561245,6.658137846,7.245939858,8.094661519,7.120794211,11.82198828,8.036298156,8.626288584,6.930796014,8.293941728,6.081053862,8.728552068,KANSL1L,protein_coding
KANSL2,24.7428354,12.39795899,13.34674373,13.52161766,9.536552786,12.82062193,18.3357694,10.04632761,13.37094803,19.96248738,12.75530253,14.22508273,12.38689137,12.39324307,KANSL2,protein_coding
KANSL3,19.92730226,12.29292439,11.72204801,9.820348976,12.2175457,9.947558146,17.97039056,15.05491038,11.48044017,12.69406323,10.64947428,11.4995671,11.30226359,10.95166374,KANSL3,protein_coding
KARS,132.2550424,146.4261849,136.589366,135.6348488,142.3271717,125.9671416,131.9714636,134.6065715,168.1436435,152.7372457,125.2572639,165.4382467,141.5747314,140.3442545,KARS,protein_coding
KAT14,11.22438489,8.820509936,9.780066871,7.545321398,9.524040632,8.850302666,8.090991832,6.947393733,9.871356835,9.040765482,7.378973113,7.293012522,7.02181231,8.656960219,KAT14,protein_coding
KAT2A,15.23567189,7.802797857,10.0815861,8.135110188,6.495850082,7.707916284,11.06245645,7.965938452,6.110406673,10.58443484,8.680717984,8.094919958,9.430550479,7.57164124,KAT2A,protein_coding
KAT2B,12.71022284,18.28870671,16.23833873,17.47624981,29.01254163,15.15735825,8.573663424,21.30176184,17.49420746,13.79403288,12.81632547,14.9465007,15.96010593,16.67070831,KAT2B,protein_coding
KAT5,33.9681615,24.84040005,30.94349122,18.69302841,20.83636942,20.646168,29.32716551,18.76733194,18.63080598,29.97831645,28.14870811,24.70026283,22.68560404,29.07159505,KAT5,protein_coding
KAT6A,9.904257552,11.58783458,10.73619172,9.422787727,10.0103956,11.70502386,6.828272923,12.00695234,12.91204292,9.942604034,8.757946645,9.742554012,8.291419166,11.68318545,KAT6A,protein_coding
KAT6B,3.178227862,3.043856881,3.424199343,2.343256389,3.886842621,2.894833433,1.980156772,2.213016745,3.169720554,3.751291087,2.536735234,2.11549868,1.8698769,4.028417341,KAT6B,protein_coding
KAT7,16.96945027,17.37614501,19.13001859,16.17522228,14.46549301,15.38521035,16.51689175,17.19870753,18.39530422,17.46015794,15.92558357,16.39043106,15.4126825,16.79448398,KAT7,protein_coding
KAT8,11.5352102,3.276136372,3.792747585,3.164338234,3.289366951,4.299667475,10.29228626,3.365912043,2.454146546,5.169636551,4.993781349,4.186852189,3.008842445,5.012099849,KAT8,protein_coding
KATNA1,3.067952857,2.799903185,3.306085382,2.375004591,2.833553356,2.642645291,2.427845939,2.094157858,2.996605012,2.525958359,3.047688056,2.544538306,2.635990192,2.387759948,KATNA1,protein_coding
KATNAL1,9.509813443,11.48840062,9.279528272,9.130092806,13.3982918,10.93588044,12.02688301,9.659380385,11.73676944,11.30269032,10.45450508,11.87821213,11.34935518,12.44103688,KATNAL1,protein_coding
KATNAL2,0.080439233,0.045931774,0.076510905,0.098494443,0.058474841,0.068496151,0.074325178,0.070189149,0.052127936,0.104476084,0.069293573,0.073828279,0.010949303,0.037133784,KATNAL2,protein_coding
KATNB1,5.947832898,4.198459215,4.489710916,3.797572196,3.325762899,4.139638285,5.666158579,2.552214469,2.980468653,4.890607877,4.535369212,4.036067548,3.739751855,4.432567366,KATNB1,protein_coding
KATNBL1,6.189180573,8.884837183,7.910429182,8.244059605,6.521486263,7.260749425,3.74512801,11.16031673,7.938302265,6.083288675,7.397005304,8.514872878,9.832841951,7.567610855,KATNBL1,protein_coding
KATNIP,1.394268272,2.289352503,1.819843131,1.585949637,1.975316693,1.922100437,1.383826359,1.563181275,1.838929454,1.396070985,1.444468811,1.650805189,1.591864159,1.964965856,KATNIP,protein_coding
KAZALD1,1.175272458,2.526773518,0.790417996,1.755231128,0.471191161,3.856525017,3.915972343,1.921539588,0.525059627,2.878187624,3.650872066,0.4194874,2.205741369,0.997415329,KAZALD1,protein_coding
KAZN,6.250185725,2.980437548,4.99628928,4.0300838,4.794881398,4.756008275,4.566849639,2.610836293,2.865426811,5.104852015,4.582263828,4.90247834,3.511683505,4.501920039,KAZN,protein_coding
KBP,0.075890771,0.054168185,0.072184571,0.069693783,0.066202035,0.064623015,0.046748292,0.033110141,0.110655777,0.076664351,0.087167128,0.150916212,0.072311202,0.035034043,KBP,protein_coding
KBTBD11,1.530392971,1.816893963,0.825761326,0.940174231,1.114551732,2.203832522,1.021633352,1.750900236,1.663923707,0.666620735,1.601563454,0.759223179,0.98328727,1.678717102,KBTBD11,protein_coding
KBTBD12,0.009542801,0.015257354,0.01482539,0.012268995,0.003884768,0.005688165,0.004114819,0.011657515,0.028137783,0.011568089,0.005754385,0.012261927,0.018185384,0.012334888,KBTBD12,protein_coding
KBTBD13,0.207141359,0.068996795,0.038310496,0.086306642,0.339642069,0.228649022,0.161269594,0.046860094,0.326268374,0.232503132,0.150352098,0.123224179,0.120615637,0.198331808,KBTBD13,protein_coding
KBTBD2,8.004249438,10.05577965,9.65195969,7.879787897,7.888383686,9.100276033,7.880778258,11.76858776,9.801589604,7.774417773,8.940656058,9.054178237,8.948533071,9.52313235,KBTBD2,protein_coding
KBTBD3,0.118071788,0.163869071,0.181976727,0.105418481,0.080109504,0.14336441,0.098995738,0.146907904,0.19341388,0.09939611,0.12525615,0.175596259,0.156253681,0.190772368,KBTBD3,protein_coding
KBTBD4,9.407377285,7.65094079,9.945847885,8.173425331,7.933629557,9.069645218,10.29085492,7.369982633,8.478183718,9.152336608,8.099901,9.745919266,10.6319286,9.354874853,KBTBD4,protein_coding
KBTBD8,5.159283775,5.202222012,5.165137483,5.057007271,4.870229903,4.92120259,2.498715692,6.793559727,6.783767682,5.023038027,4.950314344,4.673786125,4.63985784,5.013693171,KBTBD8,protein_coding
KCMF1,2.498793459,2.318844259,2.49383439,2.428245313,2.721254458,2.229435215,2.15493995,2.79977605,2.490866483,2.35383643,2.562506902,2.607496625,2.735796907,2.238988982,KCMF1,protein_coding
KCNA1,0.043555085,0.052228008,0.038666161,0.018665977,0.044326968,0.043269702,0.028171174,0.06207486,0.019757842,0.096797924,0.113810947,0.018655224,0.024900423,0.121980465,KCNA1,protein_coding
KCNA10,0,0,0,0,0,0,0,0,0.029613725,0.026378912,0,0,0,0,KCNA10,protein_coding
KCNA2,2.779606678,0.983214429,1.501307994,0.658865509,1.451984767,2.199340382,1.723586504,0.751233602,1.924840057,2.06246929,1.334966866,0.605807095,0.351570782,1.934219843,KCNA2,protein_coding
